[132, ':DM_hits Gene/Pro: ENSDARG00000a69463_48 Length:703 ---#hits =134 R: 3 NR: 12 ENSDARP00000091900']
[0, ':DM_hits Gene/Pro: ENSDARG00000a44125_113 Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000a44125_112 Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000a44125_111 Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000a44125_110 Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000a44125_11 Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000a44125_109 Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000a44125_108 Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000a44125_107 Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000a44125_106 Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000a44125_105 Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000a44125_104 Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000a44125_103 Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000a44125_102 Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000a44125_101 Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000a44125_100 Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000a44125_10 Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000a44125_1 Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000a44125_0 Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000a35823_0 Length:1605 ---#hits =2 R: 10 NR: 4 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_95 Length:239 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_94 Length:239 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_93 Length:238 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_92 Length:238 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_87 Length:239 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_86 Length:239 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_85 Length:238 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_84 Length:238 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_63 Length:240 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_62 Length:240 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_61 Length:239 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_60 Length:239 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_55 Length:240 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_54 Length:240 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_53 Length:239 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_52 Length:239 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_31 Length:240 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_30 Length:240 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_29 Length:239 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_28 Length:239 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_23 Length:239 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_22 Length:239 ---#hits =2 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_21 Length:238 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_20 Length:238 ---#hits =2 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_127 Length:239 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_126 Length:239 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_125 Length:238 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_124 Length:238 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_119 Length:239 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_118 Length:239 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_117 Length:238 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000088711_116 Length:238 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[0, ':DM_hits Gene/Pro: ENSDARG00000086603_9 Length:395 ---#hits =2 R: 10 NR: 12 ENSDARP00000128065']
[0, ':DM_hits Gene/Pro: ENSDARG00000086603_8 Length:405 ---#hits =1 R: 10 NR: 12 ENSDARP00000128065']
[0, ':DM_hits Gene/Pro: ENSDARG00000086603_7 Length:396 ---#hits =1 R: 10 NR: 12 ENSDARP00000128065']
[0, ':DM_hits Gene/Pro: ENSDARG00000086603_6 Length:396 ---#hits =2 R: 10 NR: 12 ENSDARP00000128065']
[0, ':DM_hits Gene/Pro: ENSDARG00000086603_5 Length:396 ---#hits =1 R: 10 NR: 12 ENSDARP00000128065']
[0, ':DM_hits Gene/Pro: ENSDARG00000086603_4 Length:388 ---#hits =1 R: 10 NR: 12 ENSDARP00000128065']
[0, ':DM_hits Gene/Pro: ENSDARG00000086603_3 Length:388 ---#hits =2 R: 10 NR: 12 ENSDARP00000128065']
[0, ':DM_hits Gene/Pro: ENSDARG00000086603_2 Length:404 ---#hits =1 R: 10 NR: 12 ENSDARP00000128065']
[0, ':DM_hits Gene/Pro: ENSDARG00000086603_14 Length:402 ---#hits =1 R: 10 NR: 12 ENSDARP00000128065']
[0, ':DM_hits Gene/Pro: ENSDARG00000086603_13 Length:394 ---#hits =1 R: 10 NR: 12 ENSDARP00000128065']
[0, ':DM_hits Gene/Pro: ENSDARG00000086603_12 Length:394 ---#hits =1 R: 10 NR: 12 ENSDARP00000128065']
[0, ':DM_hits Gene/Pro: ENSDARG00000086603_11 Length:403 ---#hits =1 R: 10 NR: 12 ENSDARP00000128065']
[0, ':DM_hits Gene/Pro: ENSDARG00000086603_10 Length:395 ---#hits =1 R: 10 NR: 12 ENSDARP00000128065']
[0, ':DM_hits Gene/Pro: ENSDARG00000086603_1 Length:396 ---#hits =1 R: 10 NR: 12 ENSDARP00000128065']
[0, ':DM_hits Gene/Pro: ENSDARG00000086603_0 Length:395 ---#hits =2 R: 10 NR: 12 ENSDARP00000128065']
[0, ':DM_hits Gene/Pro: ENSDARG00000079765_9 Length:715 ---#hits =15 R: 3 NR: 12 ENSDARP00000137482']
[0, ':DM_hits Gene/Pro: ENSDARG00000079765_7 Length:733 ---#hits =3 R: 3 NR: 12 ENSDARP00000137482']
[0, ':DM_hits Gene/Pro: ENSDARG00000079765_3 Length:726 ---#hits =8 R: 3 NR: 12 ENSDARP00000137482']
[0, ':DM_hits Gene/Pro: ENSDARG00000079765_11 Length:732 ---#hits =3 R: 3 NR: 12 ENSDARP00000137482']
[0, ':DM_hits Gene/Pro: ENSDARG00000079373_0 Length:424 ---#hits =1 R: 7 NR: 12 ENSDARP00000122100']
[0, ':DM_hits Gene/Pro: ENSDARG00000079296_17 Length:311 ---#hits =3 R: 12 NR: 11 ENSDARP00000116629']
[0, ':DM_hits Gene/Pro: ENSDARG00000075436_5 Length:2374 ---#hits =5 R: 12 NR: 12 ENSDARP00000126784']
[0, ':DM_hits Gene/Pro: ENSDARG00000075436_4 Length:2390 ---#hits =4 R: 12 NR: 12 ENSDARP00000126784']
[0, ':DM_hits Gene/Pro: ENSDARG00000075436_3 Length:2595 ---#hits =4 R: 12 NR: 12 ENSDARP00000126784']
[0, ':DM_hits Gene/Pro: ENSDARG00000075436_2 Length:2374 ---#hits =5 R: 12 NR: 12 ENSDARP00000126784']
[0, ':DM_hits Gene/Pro: ENSDARG00000075436_1 Length:2390 ---#hits =4 R: 12 NR: 12 ENSDARP00000126784']
[0, ':DM_hits Gene/Pro: ENSDARG00000075436_0 Length:2595 ---#hits =4 R: 12 NR: 12 ENSDARP00000126784']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_9 Length:1168 ---#hits =2 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_8 Length:1168 ---#hits =5 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_7 Length:1175 ---#hits =2 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_6 Length:1173 ---#hits =2 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_5 Length:1168 ---#hits =5 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_44 Length:1164 ---#hits =1 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_43 Length:1158 ---#hits =1 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_42 Length:1164 ---#hits =1 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_40 Length:1158 ---#hits =1 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_4 Length:1165 ---#hits =2 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_39 Length:1161 ---#hits =1 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_38 Length:1161 ---#hits =1 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_37 Length:1161 ---#hits =1 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_35 Length:1161 ---#hits =1 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_34 Length:1161 ---#hits =1 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_33 Length:1158 ---#hits =1 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_32 Length:1161 ---#hits =1 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_30 Length:1158 ---#hits =1 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_3 Length:1165 ---#hits =5 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_28 Length:1165 ---#hits =1 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_25 Length:1165 ---#hits =1 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_2 Length:1165 ---#hits =2 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_18 Length:1165 ---#hits =1 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_15 Length:1165 ---#hits =1 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_14 Length:1168 ---#hits =2 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_13 Length:1165 ---#hits =5 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_12 Length:1168 ---#hits =2 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_11 Length:1178 ---#hits =2 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_10 Length:1165 ---#hits =5 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_1 Length:1175 ---#hits =2 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074381_0 Length:1165 ---#hits =5 R: 12 NR: 12 ENSDARP00000098288']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_99 Length:758 ---#hits =2 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_98 Length:755 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_97 Length:760 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_96 Length:758 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_63 Length:765 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_59 Length:751 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_58 Length:750 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_57 Length:750 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_56 Length:757 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_55 Length:723 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_54 Length:736 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_53 Length:755 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_50 Length:735 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_48 Length:761 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_47 Length:729 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_46 Length:737 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_44 Length:745 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_42 Length:746 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_41 Length:741 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_40 Length:744 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_38 Length:722 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_37 Length:740 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_36 Length:734 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_34 Length:718 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_32 Length:742 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_127 Length:780 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_126 Length:765 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_123 Length:779 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_122 Length:774 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_121 Length:788 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_120 Length:763 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_119 Length:772 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_118 Length:764 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_115 Length:768 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_114 Length:769 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_113 Length:776 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_112 Length:772 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_111 Length:757 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_110 Length:763 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_109 Length:761 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_108 Length:765 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_107 Length:755 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_106 Length:769 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_105 Length:764 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_104 Length:758 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_103 Length:756 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_102 Length:756 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_101 Length:760 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074118_100 Length:765 ---#hits =1 R: 7 NR: 11 ENSDARP00000061169']
[0, ':DM_hits Gene/Pro: ENSDARG00000074056_5 Length:874 ---#hits =1 R: 12 NR: 12 ENSDARP00000098598']
[0, ':DM_hits Gene/Pro: ENSDARG00000074056_4 Length:872 ---#hits =1 R: 12 NR: 12 ENSDARP00000098598']
[0, ':DM_hits Gene/Pro: ENSDARG00000074056_1 Length:874 ---#hits =1 R: 12 NR: 12 ENSDARP00000098598']
[0, ':DM_hits Gene/Pro: ENSDARG00000074056_0 Length:872 ---#hits =1 R: 12 NR: 12 ENSDARP00000098598']
[0, ':DM_hits Gene/Pro: ENSDARG00000069934_22 Length:2108 ---#hits =1 R: 10 NR: 11 ENSDARP00000114915']
[0, ':DM_hits Gene/Pro: ENSDARG00000069934_15 Length:2112 ---#hits =1 R: 10 NR: 11 ENSDARP00000114915']
[0, ':DM_hits Gene/Pro: ENSDARG00000069934_11 Length:2125 ---#hits =1 R: 10 NR: 11 ENSDARP00000114915']
[0, ':DM_hits Gene/Pro: ENSDARG00000062221_1 Length:1601 ---#hits =1 R: 10 NR: 12 ENSDARP00000123586']
[0, ':DM_hits Gene/Pro: ENSDARG00000062221_0 Length:1607 ---#hits =1 R: 10 NR: 12 ENSDARP00000123586']
[0, ':DM_hits Gene/Pro: ENSDARG00000060871_0 Length:1015 ---#hits =1 R: 12 NR: 11 ENSDARP00000122667']
[0, ':DM_hits Gene/Pro: ENSDARG00000053484_9 Length:7566 ---#hits =8 R: 11 NR: 10 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000053484_8 Length:7363 ---#hits =8 R: 11 NR: 10 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000053484_7 Length:7789 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000053484_6 Length:7352 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000053484_5 Length:7571 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000053484_4 Length:7346 ---#hits =4 R: 11 NR: 10 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000053484_3 Length:7790 ---#hits =2 R: 11 NR: 10 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000053484_23 Length:7565 ---#hits =1 R: 11 NR: 10 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000053484_21 Length:7572 ---#hits =4 R: 11 NR: 10 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000053484_20 Length:7348 ---#hits =4 R: 11 NR: 10 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000053484_2 Length:7357 ---#hits =2 R: 11 NR: 10 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000053484_19 Length:7564 ---#hits =2 R: 11 NR: 10 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000053484_18 Length:7351 ---#hits =2 R: 11 NR: 10 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000053484_17 Length:7579 ---#hits =11 R: 11 NR: 10 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000053484_16 Length:7358 ---#hits =7 R: 11 NR: 10 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000053484_13 Length:7577 ---#hits =4 R: 11 NR: 10 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000053484_12 Length:7362 ---#hits =3 R: 11 NR: 10 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000053484_11 Length:7571 ---#hits =2 R: 11 NR: 10 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000053484_10 Length:7356 ---#hits =2 R: 11 NR: 10 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000053484_1 Length:7581 ---#hits =10 R: 11 NR: 10 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000053484_0 Length:7358 ---#hits =7 R: 11 NR: 10 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000045824_31 Length:538 ---#hits =1 R: 10 NR: 11 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000045824_30 Length:545 ---#hits =1 R: 10 NR: 11 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000045824_29 Length:538 ---#hits =1 R: 10 NR: 11 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000045824_28 Length:545 ---#hits =1 R: 10 NR: 11 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000045824_27 Length:541 ---#hits =1 R: 10 NR: 11 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000045824_26 Length:548 ---#hits =1 R: 10 NR: 11 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000045824_25 Length:538 ---#hits =1 R: 10 NR: 11 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000045824_24 Length:545 ---#hits =1 R: 10 NR: 11 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000045824_23 Length:538 ---#hits =1 R: 10 NR: 11 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000045824_22 Length:545 ---#hits =1 R: 10 NR: 11 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000045824_21 Length:538 ---#hits =1 R: 10 NR: 11 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000045824_20 Length:545 ---#hits =1 R: 10 NR: 11 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000045824_19 Length:538 ---#hits =1 R: 10 NR: 11 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000045824_18 Length:545 ---#hits =1 R: 10 NR: 11 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000045824_17 Length:538 ---#hits =1 R: 10 NR: 11 ERROR: no corresponding protein']
[0, ':DM_hits Gene/Pro: ENSDARG00000045824_16 Length:545 ---#hits =1 R: 10 NR: 11 ERROR: no corresponding protein']
