:ENSDARG00000000906_0.txt  ---total Length:383 ---#hits =2 R: 12 NR: 12 ENSDARP00000052659
:ENSDARG00000a44125_113.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_114.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_114.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_115.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_115.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_116.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_116.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_117.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_117.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_118.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_118.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_119.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_119.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_12.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_12.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_13.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_13.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_14.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_14.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_15.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_15.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_16.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_16.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_17.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_17.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_18.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_18.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_19.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_19.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_2.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_2.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_20.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_20.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_21.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_21.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_22.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_22.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_23.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_23.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_24.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_24.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_25.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_25.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_26.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_26.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_27.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_27.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_28.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_28.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_29.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_29.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_3.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_3.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_30.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_30.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_31.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_31.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_32.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_32.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_33.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_33.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_34.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_34.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_35.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_35.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_36.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_36.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_37.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_37.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_38.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_38.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_39.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_39.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_4.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_4.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_40.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_40.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_41.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_41.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_42.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_42.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_43.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_43.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_44.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_44.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_45.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_45.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_46.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_46.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_47.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_47.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_48.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_48.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_49.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_49.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_5.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_5.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_50.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_50.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_51.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_51.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_52.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_52.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_53.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_53.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_54.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_54.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_55.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_55.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_56.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_56.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_57.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_57.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_58.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_58.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_59.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_59.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_6.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_6.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_60.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_60.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_61.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_61.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_62.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_62.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_63.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_63.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_64.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_64.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_65.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_65.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_66.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_66.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_67.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_67.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_68.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_68.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_69.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_69.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_7.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_7.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_70.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_70.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_71.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_71.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_72.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_72.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_73.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_73.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_74.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_74.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_75.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_75.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_76.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_76.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_77.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_77.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_78.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_78.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_79.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_79.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_8.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_8.txt  ---total Length:539 ---#hits =3 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_80.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_80.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_81.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_81.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_82.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_82.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_83.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_83.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_84.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_84.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_85.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_85.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_86.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_86.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_87.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_87.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_88.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_88.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_89.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_89.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_9.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_9.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_90.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_90.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_91.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_91.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_92.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_92.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_93.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_93.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_94.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_94.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_95.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_95.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_96.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_96.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_97.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_97.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_98.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_98.txt  ---total Length:539 ---#hits =4 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_99.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a44125_99.txt  ---total Length:539 ---#hits =2 R: 5 NR: 5 ERROR: no corresponding protein
:ENSDARG00000a62831_0.txt  ---total Length:593 ---#hits =16 R: 5 NR: 12 ENSDARP00000085674
ENSDARP00000085674 33  21-113
ENSDARP00000085674 35  21-113
ENSDARP00000085674 49  21-113
ENSDARP00000085674 57  21-113
ENSDARP00000085674 117  114-190
ENSDARP00000085674 118  114-190
ENSDARP00000085674 119  114-190
ENSDARP00000085674 120  114-190
ENSDARP00000085674 121  114-190
ENSDARP00000085674 148  114-190
ENSDARP00000085674 152  114-190
ENSDARP00000085674 162  114-190
ENSDARP00000085674 206  191-226
ENSDARP00000085674 216  191-226
ENSDARP00000085674 217  191-226
ENSDARP00000085674 235  232-325
:ENSDARG00000a62831_1.txt  ---total Length:598 ---#hits =13 R: 5 NR: 12 ENSDARP00000085674
ENSDARP00000085674 33  21-113
ENSDARP00000085674 35  21-113
ENSDARP00000085674 57  21-113
ENSDARP00000085674 119  114-190
ENSDARP00000085674 120  114-190
ENSDARP00000085674 121  114-190
ENSDARP00000085674 130  114-190
ENSDARP00000085674 148  114-190
ENSDARP00000085674 152  114-190
ENSDARP00000085674 212  191-226
ENSDARP00000085674 223  191-226
ENSDARP00000085674 225  191-226
ENSDARP00000085674 243  232-325
:ENSDARG00000a69463_0.txt  ---total Length:703 ---#hits =124 R: 3 NR: 12 ENSDARP00000091900
ENSDARP00000091900 6  2-105
ENSDARP00000091900 11  2-105
ENSDARP00000091900 13  2-105
ENSDARP00000091900 17  2-105
ENSDARP00000091900 18  2-105
ENSDARP00000091900 20  2-105
ENSDARP00000091900 22  2-105
ENSDARP00000091900 24  2-105
ENSDARP00000091900 32  2-105
ENSDARP00000091900 34  2-105
ENSDARP00000091900 35  2-105
ENSDARP00000091900 37  2-105
ENSDARP00000091900 38  2-105
ENSDARP00000091900 48  2-105
ENSDARP00000091900 49  2-105
ENSDARP00000091900 50  2-105
ENSDARP00000091900 52  2-105
ENSDARP00000091900 56  2-105
ENSDARP00000091900 69  2-105
ENSDARP00000091900 73  2-105
ENSDARP00000091900 78  2-105
ENSDARP00000091900 82  2-105
ENSDARP00000091900 83  2-105
ENSDARP00000091900 84  2-105
ENSDARP00000091900 105  1-670
ENSDARP00000091900 112  1-670
ENSDARP00000091900 114  1-670
ENSDARP00000091900 127  1-670
ENSDARP00000091900 138  1-670
ENSDARP00000091900 178  1-670
ENSDARP00000091900 181  1-670
ENSDARP00000091900 183  1-670
ENSDARP00000091900 185  1-670
ENSDARP00000091900 192  1-670
ENSDARP00000091900 193  1-670
ENSDARP00000091900 198  1-670
ENSDARP00000091900 202  1-670
ENSDARP00000091900 209  1-670
ENSDARP00000091900 211  1-670
ENSDARP00000091900 215  1-670
ENSDARP00000091900 216  1-670
ENSDARP00000091900 219  1-670
ENSDARP00000091900 222  1-670
ENSDARP00000091900 225  1-670
ENSDARP00000091900 226  1-670
ENSDARP00000091900 230  1-670
ENSDARP00000091900 236  1-670
ENSDARP00000091900 240  1-670
ENSDARP00000091900 241  1-670
ENSDARP00000091900 252  246-358
ENSDARP00000091900 254  246-358
ENSDARP00000091900 261  246-358
ENSDARP00000091900 271  246-358
ENSDARP00000091900 274  246-358
ENSDARP00000091900 276  246-358
ENSDARP00000091900 281  246-358
ENSDARP00000091900 285  246-358
ENSDARP00000091900 286  246-358
ENSDARP00000091900 288  246-358
ENSDARP00000091900 293  246-358
ENSDARP00000091900 294  246-358
ENSDARP00000091900 359  1-670
ENSDARP00000091900 361  359-670
ENSDARP00000091900 365  359-670
ENSDARP00000091900 368  359-670
ENSDARP00000091900 384  359-670
ENSDARP00000091900 388  359-670
ENSDARP00000091900 390  359-670
ENSDARP00000091900 397  359-670
ENSDARP00000091900 407  359-670
ENSDARP00000091900 411  359-670
ENSDARP00000091900 415  359-670
ENSDARP00000091900 417  359-670
ENSDARP00000091900 420  359-670
ENSDARP00000091900 421  359-670
ENSDARP00000091900 440  359-670
ENSDARP00000091900 442  359-670
ENSDARP00000091900 454  359-670
ENSDARP00000091900 455  359-670
ENSDARP00000091900 464  359-670
ENSDARP00000091900 465  359-670
ENSDARP00000091900 471  359-670
